epochs,batch_size,learning_rate,optimizer,final_loss,final_accuracy,loss,accuracy,val_loss,val_accuracy,history
50,16,0.0001,Adam,0.50962233543396,0.828125,0.0012956454884260893,1.0,0.5096222758293152,0.828125,<keras.callbacks.History object at 0x0000028FC055F3D0>
