epochs,batch_size,learning_rate,optimizer,loss,accuracy,val_loss,val_accuracy,history
30,32,0.0001,Adam,0.046026118099689484,0.9926470518112183,0.19186526536941528,0.90625,<keras.callbacks.History object at 0x0000024C515F1C00>
